"Item Code","Colour Code","Item Description","Enriched Description",high_res_1,high_res_2,high_res_3,high_res_4,high_res_5,high_res_6,high_res_7,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_11,image_12,image_13,image_14,image_15,image_16
M1110349A,OII,"Superstate Polo Shirt","When it comes to the American-styled vintage range, there are few inspirations as classic as the country's love of sport. From football to baseball, an athletic aesthetic has been baked into the spirit of Americana for decades, and this polo shirt embodies that nostalgic culture. Wear this piece with jeans for a classic casual look. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Pique fabric, Two-button fastening, Collar taping, Reinforced and split side seams, Embroidered athletics-style graphics.",https://lookbook.superdrywholesale.com/HighRes/m1110349a_oii_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1110349a_oii_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m1110349a_oii_D3.tif,https://lookbook.superdrywholesale.com/HighRes/m1110349a_oii_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m1110349a_oii_M.tif,,,https://image1.superdry.com/static/images/products/upload9223368955666225667.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225666.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225663.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225660.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225662.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225664.jpg,,,,,,,,,,
M1110349A,TX6,"Superstate Polo Shirt","When it comes to the American-styled vintage range, there are few inspirations as classic as the country's love of sport. From football to baseball, an athletic aesthetic has been baked into the spirit of Americana for decades, and this polo shirt embodies that nostalgic culture. Wear this piece with jeans for a classic casual look. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Pique fabric, Two-button fastening, Collar taping, Reinforced and split side seams, Embroidered athletics-style graphics.",https://lookbook.superdrywholesale.com/HighRes/m1110349a_tx6_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1110349a_tx6_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m1110349a_tx6_M.tif,,,,,https://image1.superdry.com/static/images/products/upload9223368955666226169.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666226168.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666226164.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666226166.jpg,,,,,,,,,,,,
M1110349A,9QW,"Superstate Polo Shirt","When it comes to the American-styled vintage range, there are few inspirations as classic as the country's love of sport. From football to baseball, an athletic aesthetic has been baked into the spirit of Americana for decades, and this polo shirt embodies that nostalgic culture. Wear this piece with jeans for a classic casual look. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Pique fabric, Two-button fastening, Collar taping, Reinforced and split side seams, Embroidered athletics-style graphics.",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666187599.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666187871.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666187600.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666187702.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666187106.jpg,,,,,,,,,,,
M2013137A,54I,"Core Source Logo Hoodie","Make a bold statement whilst maintaining a minimalistic style with our Core Source Logo Hoodie. The large Superdry logo has been embroidered in a matching colour to give you a monotone option that effortlessly pairs with any outfit, whilst still offering the robust charm of a logo hoodie. Layer up in style and stay cosy too. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Drawcord hood, Embroidered Superdry logo, Large pouch pocket, Ribbed cuffs and hem, Brushed lining, Superdry patch.",https://lookbook.superdrywholesale.com/HighRes/m2013137a_54i_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m2013137a_54i_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m2013137a_54i_D3.tif,https://lookbook.superdrywholesale.com/HighRes/m2013137a_54i_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m2013137a_54i_M.tif,,,https://image1.superdry.com/static/images/products/upload9223368955666219321.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219320.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219314.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219317.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219316.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219318.jpg,,,,,,,,,,
M2013137A,JZD,"Core Source Logo Hoodie","Make a bold statement whilst maintaining a minimalistic style with our Core Source Logo Hoodie. The large Superdry logo has been embroidered in a matching colour to give you a monotone option that effortlessly pairs with any outfit, whilst still offering the robust charm of a logo hoodie. Layer up in style and stay cosy too. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Drawcord hood, Embroidered Superdry logo, Large pouch pocket, Ribbed cuffs and hem, Brushed lining, Superdry patch.",https://lookbook.superdrywholesale.com/HighRes/m2013137a_jzd_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m2013137a_jzd_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m2013137a_jzd_D3.tif,https://lookbook.superdrywholesale.com/HighRes/m2013137a_jzd_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m2013137a_jzd_M.tif,,,https://image1.superdry.com/static/images/products/upload9223368955666222377.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222376.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222370.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222372.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222373.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222374.jpg,,,,,,,,,,
W8011502A,9XA,"Printed Midi Shirt Dress","With an elegance matched only by its comfort, the Printed Midi shirt dress offers a distinct floral style for any smart-casual occasion. The shirt collar and buttons bring a tailored touch to the traditional flowing comfort of a midi dress, making it a distinct fashion statement and reliable wardrobe staple to elevate your personal style. Slim fit – designed to fit closer to the body for a more tailored look, All over floral print, Standard collar with lacework detailing, Button fastening, Long sleeves, Button-up cuffs with lacework detailing, Pleated back detailing, Signature Superdry patches on left cuff and hem.",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666188533.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666188450.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666188448.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666188446.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666188380.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666133945.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190340.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666192639.jpg,,,,,,,,
W8011503A,1CC,"Printed Long Sleeve Midi Dress","Floral prints always make an impression, bringing a burst of colour to your personal style. The Printed Midi dress offers a reliable flowing comfort that's signature to its iconic design, elevated by the long sleeves that add a sophisticated smartness to your look. Bring the bohemian charm of this dress to your day-to-day, whether worn beneath a jacket or by itself. Slim fit – designed to fit closer to the body for a more tailored look, Three-quarter sleeve with tiering detail, Band collar with rear button fastening and keyhole design, Concealed side seam zip, Embroidered detailing on cuff and skirt, Front split, Signature Superdry tab on hem.",https://lookbook.superdrywholesale.com/HighRes/w8011503a_1cc_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w8011503a_1cc_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w8011503a_1cc_D3.tif,https://lookbook.superdrywholesale.com/HighRes/w8011503a_1cc_D4.tif,https://lookbook.superdrywholesale.com/HighRes/w8011503a_1cc_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w8011503a_1cc_M.tif,,https://image1.superdry.com/static/images/products/upload9223368955666220917.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666220916.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666220911.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666220913.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666220909.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666220912.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666220914.jpg,https://image1.superdry.com/static/images/products/W8011503A_1CC_D9.jpg,,,,,,,,
W1011205A,9QJ,"Vintage Logo Overdyed T-Shirt","A classic take on the timeless design, the Overdyed T-shirt is a versatile staple of any vintage wardrobe. It features the Superdry logo in a retro print, finishing off your look with a pop of branded style. Comfortable and simplistically stylish, this piece is effortlessly easy to integrate into your personal style and looks great with jeans and trainers. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Ribbed crew neck collar, Short sleeves, Printed Superdry logo, Signature Superdry tab on left sleeve.",https://lookbook.superdrywholesale.com/HighRes/w1011205a_9qj_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w1011205a_9qj_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w1011205a_9qj_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w1011205a_9qj_M.tif,,,,https://image1.superdry.com/static/images/products/upload9223368955666218667.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666218666.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666218663.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666218661.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666218664.jpg,,,,,,,,,,,
W1011205A,9QP,"Vintage Logo Overdyed T-Shirt","A classic take on the timeless design, the Overdyed T-shirt is a versatile staple of any vintage wardrobe. It features the Superdry logo in a retro print, finishing off your look with a pop of branded style. Comfortable and simplistically stylish, this piece is effortlessly easy to integrate into your personal style and looks great with jeans and trainers. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Ribbed crew neck collar, Short sleeves, Printed Superdry logo, Signature Superdry tab on left sleeve.",https://lookbook.superdrywholesale.com/HighRes/w1011205a_9qp_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w1011205a_9qp_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w1011205a_9qp_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w1011205a_9qp_M.tif,,,,,,,,,,,,,,,,,,,
W1011205A,SBS,"Vintage Logo Overdyed T-Shirt","A classic take on the timeless design, the Overdyed T-shirt is a versatile staple of any vintage wardrobe. It features the Superdry logo in a retro print, finishing off your look with a pop of branded style. Comfortable and simplistically stylish, this piece is effortlessly easy to integrate into your personal style and looks great with jeans and trainers. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Ribbed crew neck collar, Short sleeves, Printed Superdry logo, Signature Superdry tab on left sleeve.",https://lookbook.superdrywholesale.com/HighRes/w1011205a_sbs_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w1011205a_sbs_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w1011205a_sbs_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w1011205a_sbs_M.tif,,,,https://image1.superdry.com/static/images/products/upload9223368955666219393.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219392.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219389.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219387.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666219390.jpg,,,,,,,,,,,
M7110397A,9CQ,"Officer Chino Shorts","Chinos are a classic, practical style, relevant since they were introduced as military wear over a century ago. You can count on this comfortable design by rocking these rustic shorts to tackle whatever the day has in store. Slim fit – designed to fit closer to the body for a more tailored look, Zip and button fastening, Belt loops, Two side pockets, Coin pocket, Two back button pockets, Signature Superdry patch.",,,,,,,,https://image1.superdry.com/static/images/products/upload9223368955666131372.jpg,https://image1.superdry.com/static/images/products/upload9223368955666131371.jpg,https://image1.superdry.com/static/images/products/upload9223368955666131369.jpg,https://image1.superdry.com/static/images/products/upload9223368955666131370.jpg,https://image1.superdry.com/static/images/products/upload9223368955666131368.jpg,,,,,,,,,,,
M1110343A,9XE,"Classic Pique Polo Shirt","The Classic Pique Polo shirt spices up your wardrobe with a vintage spirit. It's an old-school staple for a reason - pair it with jeans and trainers for an instant look with timeless style. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Pique fabric, Regular collar, Two-button fastening, Short sleeves, Reinforced split side seams, Taped collar lining, Embroidered Superdry logo.",https://lookbook.superdrywholesale.com/HighRes/m1110343a_9xe_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1110343a_9xe_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m1110343a_9xe_M.tif,,,,,https://image1.superdry.com/static/images/products/upload9223368955666225598.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225597.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225593.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225595.jpg,,,,,,,,,,,,
W1011249A,7YC,"Embossed Vintage Logo T-Shirt","Our Embossed Vintage Logo T-Shirt is a subtle way to elevate your casual wear. We've reimagined our iconic vintage logo in this minimalistic style so you can have a reliable tee that works with any outfit. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Crew neck, Short sleeves, Embossed logo, Superdry tab.",https://lookbook.superdrywholesale.com/HighRes/w1011249a_7yc_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w1011249a_7yc_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w1011249a_7yc_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w1011249a_7yc_M.tif,,,,https://image1.superdry.com/static/images/products/upload9223368955666217396.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666217395.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666217390.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666217392.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666217393.jpg,,,,,,,,,,,
W1011249A,9VA,"Embossed Vintage Logo T-Shirt","Our Embossed Vintage Logo T-Shirt is a subtle way to elevate your casual wear. We've reimagined our iconic vintage logo in this minimalistic style so you can have a reliable tee that works with any outfit. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Crew neck, Short sleeves, Embossed logo, Superdry tab.",https://lookbook.superdrywholesale.com/HighRes/w1011249a_9va_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w1011249a_9va_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w1011249a_9va_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w1011249a_9va_M.tif,,,,https://image1.superdry.com/static/images/products/upload9223368955666218533.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666218532.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666218527.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666218529.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666218530.jpg,,,,,,,,,,,
M1011755A,5PI,"Tonal Embroidered Logo T-Shirt","Our Tonal Embroidered Logo T-Shirt brings you a minimalistic option that effortlessly incorporates into your authentic style. An embroidered, tonal logo adds a subtle depth to this tee, brining you a unique option that still embraces the iconic logo style. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Crew neck, Short sleeves, Embroidered logo, Superdry patch.",https://lookbook.superdrywholesale.com/HighRes/m1011755a_5pi_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1011755a_5pi_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m1011755a_5pi_D6.tif,https://lookbook.superdrywholesale.com/HighRes/m1011755a_5pi_D7.tif,https://lookbook.superdrywholesale.com/HighRes/m1011755a_5pi_D8.tif,https://lookbook.superdrywholesale.com/HighRes/m1011755a_5pi_D9.tif,https://lookbook.superdrywholesale.com/HighRes/m1011755a_5pi_DO.tif,https://image1.superdry.com/static/images/products/upload9223368955666222361.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222360.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222355.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222357.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222358.jpg,https://image1.superdry.com/static/images/products/m1011755a_5pi_D9.jpg,,,,,,,,,,
M1011755A,JXV,"Tonal Embroidered Logo T-Shirt","Our Tonal Embroidered Logo T-Shirt brings you a minimalistic option that effortlessly incorporates into your authentic style. An embroidered, tonal logo adds a subtle depth to this tee, brining you a unique option that still embraces the iconic logo style. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Crew neck, Short sleeves, Embroidered logo, Superdry patch.",https://lookbook.superdrywholesale.com/HighRes/m1011755a_jxv_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1011755a_jxv_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m1011755a_jxv_D6.tif,https://lookbook.superdrywholesale.com/HighRes/m1011755a_jxv_D7.tif,https://lookbook.superdrywholesale.com/HighRes/m1011755a_jxv_D8.tif,https://lookbook.superdrywholesale.com/HighRes/m1011755a_jxv_D9.tif,https://lookbook.superdrywholesale.com/HighRes/m1011755a_jxv_DO.tif,https://image1.superdry.com/static/images/products/upload9223368955666317154.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666317153.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666317146.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666317150.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666317148.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666317149.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666317151.jpg,https://image1.superdry.com/static/images/products/m1011755a_jxv_D9.jpg,,,,,,,,
M7011014A,9VF,"Core Cargo Pants","A timeless and rustic solution to contemporary style, the Core Cargo pants are a classic example of reliable workwear. Their comfort is matched only by their earthy style which lends itself well to any vintage wardrobe. Channel the blue-collar spirit for any casual occasion with an icon that has a legacy spanning generations. Tapered Fit. With room on the thigh, gradually tapering down to a slim ankle opening, a tapered fit gives a contemporary and more tailored look., Button fastening with zip fly, Belt loops, Six pocket design, Signature Superdry patch on pocket.",https://lookbook.superdrywholesale.com/HighRes/m7011014a_9vf_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_9vf_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_9vf_D3.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_9vf_D4.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_9vf_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_9vf_M.tif,,https://image1.superdry.com/static/images/products/upload9223368955666222305.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222304.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222297.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222301.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222300.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222299.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666222302.jpg,,,,,,,,,
M7011014A,9VG,"Core Cargo Pants","A timeless and rustic solution to contemporary style, the Core Cargo pants are a classic example of reliable workwear. Their comfort is matched only by their earthy style which lends itself well to any vintage wardrobe. Channel the blue-collar spirit for any casual occasion with an icon that has a legacy spanning generations. Tapered Fit. With room on the thigh, gradually tapering down to a slim ankle opening, a tapered fit gives a contemporary and more tailored look., Button fastening with zip fly, Belt loops, Six pocket design, Signature Superdry patch on pocket.",https://lookbook.superdrywholesale.com/HighRes/m7011014a_9vg_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_9vg_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_9vg_D3.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_9vg_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_9vg_M.tif,,,https://image1.superdry.com/static/images/products/upload9223368955666226224.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666226223.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666226217.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666226220.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666226219.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666226221.jpg,,,,,,,,,,
M7011014A,AFB,"Core Cargo Pants","A timeless and rustic solution to contemporary style, the Core Cargo pants are a classic example of reliable workwear. Their comfort is matched only by their earthy style which lends itself well to any vintage wardrobe. Channel the blue-collar spirit for any casual occasion with an icon that has a legacy spanning generations. Tapered Fit. With room on the thigh, gradually tapering down to a slim ankle opening, a tapered fit gives a contemporary and more tailored look., Button fastening with zip fly, Belt loops, Six pocket design, Signature Superdry patch on pocket.",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132157.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190547.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132159.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190551.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132605.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190550.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132387.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190741.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190549.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132158.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190548.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666133989.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666189671.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666191482.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666195949.jpg,
M7011014A,LO3,"Core Cargo Pants","A timeless and rustic solution to contemporary style, the Core Cargo pants are a classic example of reliable workwear. Their comfort is matched only by their earthy style which lends itself well to any vintage wardrobe. Channel the blue-collar spirit for any casual occasion with an icon that has a legacy spanning generations. Tapered Fit. With room on the thigh, gradually tapering down to a slim ankle opening, a tapered fit gives a contemporary and more tailored look., Button fastening with zip fly, Belt loops, Six pocket design, Signature Superdry patch on pocket.",https://lookbook.superdrywholesale.com/HighRes/m7011014a_lo3_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_lo3_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_lo3_D3.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_lo3_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m7011014a_lo3_M.tif,,,https://image1.superdry.com/static/images/products/upload9223368955666225469.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225468.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225465.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225464.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225462.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225466.jpg,,,,,,,,,,
M1011741A,9EJ,"Vintage Photographic T-Shirt","With inspiration from a few of the best destinations around the world, the Vintage Photographic T-Shirt is an effortless staple to add to your day-to-day casualwear. Bringing together style and comfort, the tee is a timeless piece to add texture to your authentic personal everyday style. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Crew neck, Short sleeves, Printed Superdry graphic, Signature Superdry tab on the sleeve.",https://lookbook.superdrywholesale.com/HighRes/m1011741a_9ej_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1011741a_9ej_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m1011741a_9ej_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m1011741a_9ej_M.tif,,,,https://image1.superdry.com/static/images/products/upload9223368955666217566.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666217565.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666217560.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666217562.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666217563.jpg,https://image1.superdry.com/static/images/products/M1011741A_9EJ_D9.jpg,,,,,,,,,,
M1011741A,9VI,"Vintage Photographic T-Shirt","With inspiration from a few of the best destinations around the world, the Vintage Photographic T-Shirt is an effortless staple to add to your day-to-day casualwear. Bringing together style and comfort, the tee is a timeless piece to add texture to your authentic personal everyday style. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Crew neck, Short sleeves, Printed Superdry graphic, Signature Superdry tab on the sleeve.",https://lookbook.superdrywholesale.com/HighRes/m1011741a_9vi_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1011741a_9vi_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m1011741a_9vi_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m1011741a_9vi_M.tif,,,,https://image1.superdry.com/static/images/products/upload9223368955666221141.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666221140.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666221135.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666221137.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666221138.jpg,,,,,,,,,,,
W9810178A,02A,"Tarp Tri-fold Wallet","The Tarp Tri-fold wallet is essential for running everyday errands, keeping your valuables safe and secure. Simple yet effective, this accessory will complete your style this season. Hook and loop fastening, Four card slots, Note slots, Zip fastening coin compartment, Rubberised Superdry logo.",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666190008.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666192505.jpg,,,,,,,,,,,,,,
W9810178A,98T,"Tarp Tri-fold Wallet","The Tarp Tri-fold wallet is essential for running everyday errands, keeping your valuables safe and secure. Simple yet effective, this accessory will complete your style this season. Hook and loop fastening, Four card slots, Note slots, Zip fastening coin compartment, Rubberised Superdry logo.",https://lookbook.superdrywholesale.com/HighRes/w9810178a_98t_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w9810178a_98t_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w9810178a_98t_D3.tif,https://lookbook.superdrywholesale.com/HighRes/w9810178a_98t_D4.tif,https://lookbook.superdrywholesale.com/HighRes/w9810178a_98t_D9.tif,https://lookbook.superdrywholesale.com/HighRes/w9810178a_98t_M.tif,,https://image1.superdry.com/static/images/products/upload9223368955666312476.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312475.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312472.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312470.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312473.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312474.jpg,https://image1.superdry.com/static/images/products/w9810178a_98t_D9.jpg,,,,,,,,,
